customer_id,customer_name,email,phone,sales_amount,profit_margin,customer_satisfaction,order_count,region,product_category,sales_rep,order_date,revenue,ssn,credit_card
147,Customer_147,customer147@company.com,555-147-0294,1005.2197156487672,0.13415325268021405,4.546243276308324,4,South,Books,Eve,2024-05-26,10423.281955017297,131-68-9712,4138-8587-9828-2036
148,Customer_148,customer148@company.com,555-148-0296,971.8173547662894,0.1374028980498756,4.078172768374205,8,West,Clothing,Diana,2024-05-27,13451.815540704749,750-19-3832,4135-3148-6457-7079
149,Customer_149,customer149@company.com,555-149-0298,1708.776626246759,0.19252446229980513,4.422687524022786,5,South,Books,Alice,2024-05-28,9752.543327465653,935-57-7579,4265-3430-2879-8542
150,Customer_150,customer150@company.com,555-150-0300,1618.7938692932744,0.23292422786305222,3.8376088879705077,5,East,Home,Eve,2024-05-29,9287.05672526334,210-34-6754,4110-3011-4373-8357
151,Customer_151,customer151@company.com,555-151-0302,1600.1971401383507,0.27487260524784035,4.25195387248374,6,North,Home,Eve,2024-05-30,8772.406246314247,968-74-6310,4552-2289-2447-4199
152,Customer_152,customer152@company.com,555-152-0304,1638.5792837987904,0.36802849735596416,4.106593658764752,7,East,Electronics,Alice,2024-05-31,10378.575788471111,828-60-2104,4337-8522-7059-4183
153,Customer_153,customer153@company.com,555-153-0306,1227.9901113686037,0.31861276985616155,4.900669236995885,2,South,Electronics,Alice,2024-06-01,10933.450935184208,588-97-8361,4927-6462-4216-4136
154,Customer_154,customer154@company.com,555-154-0308,1592.9014788644015,0.23720491760292584,4.352652505980728,1,North,Home,Charlie,2024-06-02,10971.924565854542,203-24-8263,4346-3782-8657-5920
155,Customer_155,customer155@company.com,555-155-0310,1617.2289893194725,0.24847870336778488,4.402561597245121,7,North,Clothing,Diana,2024-06-03,10698.345080623714,522-79-4072,4538-7324-7327-9417
156,Customer_156,customer156@company.com,555-156-0312,1214.2594327894528,0.1697976508289753,3.95287382032652,5,South,Clothing,Diana,2024-06-04,11342.074025359612,506-48-1508,4876-6208-1687-1529
157,Customer_157,customer157@company.com,555-157-0314,2246.309804457903,0.24851894912060882,3.907436265556504,4,South,Books,Alice,2024-06-05,9554.916328171204,737-66-4664,4470-6067-9080-6518
158,Customer_158,customer158@company.com,555-158-0316,1689.533168364715,0.22690730888638894,3.940465087308228,4,South,Home,Bob,2024-06-06,8254.969368816257,517-50-3524,4205-7094-7974-5774
159,Customer_159,customer159@company.com,555-159-0318,1023.4786011189406,0.27581748482704715,4.4366712854269785,3,South,Home,Eve,2024-06-07,8080.344006172704,172-22-5357,4624-4103-3440-5135
160,Customer_160,customer160@company.com,555-160-0320,1762.6214434535318,0.18382152451581416,3.9474093115078426,8,South,Clothing,Eve,2024-06-08,11950.102190606936,439-61-3292,4759-8124-6201-1844
161,Customer_161,customer161@company.com,555-161-0322,1110.1273319090715,0.2915477211392938,4.373864914137848,7,North,Clothing,Alice,2024-06-09,10940.64462105658,614-90-8742,4819-1446-4915-4109
162,Customer_162,customer162@company.com,555-162-0324,1814.8338414969808,0.37261911304020623,5.0,1,South,Home,Bob,2024-06-10,6288.324458099352,660-85-2903,4310-7587-1226-5143
163,Customer_163,customer163@company.com,555-163-0326,1963.4382316029617,0.24129918812345139,4.722674822059016,2,North,Electronics,Charlie,2024-06-11,12193.506853599882,274-64-5287,4117-6558-1186-3535
164,Customer_164,customer164@company.com,555-164-0328,1171.7270726593158,0.2821369377679153,4.004385880699296,4,North,Home,Alice,2024-06-12,13760.87029280531,164-90-8106,4976-3032-2252-6509
165,Customer_165,customer165@company.com,555-165-0330,1885.3504516977287,0.305211519336889,4.920728353298367,6,South,Home,Alice,2024-06-13,8568.166298482935,573-24-4171,4688-2881-1269-2630
166,Customer_166,customer166@company.com,555-166-0332,1665.1123707745994,0.2179023622491331,3.9551547761870696,4,South,Clothing,Eve,2024-06-14,10672.320092552081,643-77-7033,4409-7139-2574-2695
167,Customer_167,customer167@company.com,555-167-0334,1828.824063997796,0.26792739854483333,2.977125278893288,6,West,Clothing,Alice,2024-06-15,9053.08381273528,468-92-9234,4286-4262-2445-7263
168,Customer_168,customer168@company.com,555-168-0336,2258.717193061579,0.2510073920625436,3.5951482134495576,8,North,Electronics,Alice,2024-06-16,11256.613850942333,983-44-3535,4319-1052-6570-8579
169,Customer_169,customer169@company.com,555-169-0338,1401.8447535988519,0.25781408788390653,3.0775248473844865,7,South,Electronics,Alice,2024-06-17,7667.98222184955,177-67-2293,4742-7901-3785-1719
170,Customer_170,customer170@company.com,555-170-0340,1198.5055342570042,0.18815921729156268,3.989091909575215,5,South,Books,Eve,2024-06-18,9857.10868580244,773-70-7871,4505-7855-3294-9263
171,Customer_171,customer171@company.com,555-171-0342,1144.1942281497907,0.2519608139407154,4.211051027513731,2,South,Home,Charlie,2024-06-19,11962.628255997563,414-38-4922,4929-5482-1698-8243
172,Customer_172,customer172@company.com,555-172-0344,1173.6758860138248,0.28983986329963596,5.0,1,West,Clothing,Charlie,2024-06-20,12471.42347859768,988-58-6287,4276-6918-1348-6374
173,Customer_173,customer173@company.com,555-173-0346,1469.1593162343584,0.36609148862360336,4.396156424258498,7,West,Electronics,Alice,2024-06-21,10852.991637839377,438-74-2476,4936-8869-1307-4416
174,Customer_174,customer174@company.com,555-174-0348,1636.4607899266575,0.32674166608681654,4.068539682714682,4,East,Books,Eve,2024-06-22,9321.909393580521,382-89-1389,4226-5820-4558-5478
175,Customer_175,customer175@company.com,555-175-0350,1610.6763197320076,0.4222545966009245,4.697643348710094,1,North,Books,Charlie,2024-06-23,6814.797831312783,624-73-9125,4505-7531-5620-3985
176,Customer_176,customer176@company.com,555-176-0352,1830.8732996144095,0.18861219496895604,2.873318814595269,6,East,Clothing,Charlie,2024-06-24,8484.900577521437,582-28-3763,4725-9112-9467-3547
177,Customer_177,customer177@company.com,555-177-0354,1505.2007567511628,0.31978565093765426,4.3413687348651395,5,South,Clothing,Charlie,2024-06-25,9061.45319049044,691-52-2481,4816-1336-3979-4968
178,Customer_178,customer178@company.com,555-178-0356,2081.4136308629268,0.26466736045906814,4.66251911633218,8,West,Books,Eve,2024-06-26,8604.532433396773,188-29-8262,4372-4129-6447-7129
179,Customer_179,customer179@company.com,555-179-0358,1394.1372667048176,0.4251842346574138,3.3128482525320955,5,West,Electronics,Eve,2024-06-27,10119.105936627231,551-53-4093,4830-5204-8446-9519
180,Customer_180,customer180@company.com,555-180-0360,2588.0676666358477,0.18533613717158787,4.886252425924158,4,East,Books,Alice,2024-06-28,9316.22452765743,982-66-5068,4875-1314-2134-5876
181,Customer_181,customer181@company.com,555-181-0362,1750.2669391060026,0.18282225262553792,4.403097844496648,10,West,Home,Diana,2024-06-29,10344.242744670886,939-16-4277,4328-9347-6592-2724
182,Customer_182,customer182@company.com,555-182-0364,1157.1369774334871,0.20204858836447823,3.9508272516595193,7,South,Home,Charlie,2024-06-30,12405.254602095327,474-76-8951,4371-1886-1721-8678
183,Customer_183,customer183@company.com,555-183-0366,1071.643000775555,0.08008834205521545,4.579669119663771,4,West,Clothing,Diana,2024-07-01,9187.075557541277,694-60-5595,4385-1870-7751-1497
184,Customer_184,customer184@company.com,555-184-0368,1692.9889660972742,0.20793959826553912,5.0,8,East,Electronics,Eve,2024-07-02,7234.26604549155,563-81-8291,4832-2117-3828-2647
185,Customer_185,customer185@company.com,555-185-0370,1410.6148858696597,0.18926938707570418,4.309119753035097,5,South,Electronics,Eve,2024-07-03,8596.584803750251,212-21-4197,4666-7992-7771-1142
186,Customer_186,customer186@company.com,555-186-0372,1785.6001976368368,0.2620315029180966,4.348932351780202,5,East,Home,Eve,2024-07-04,11167.176939946543,664-84-1139,4300-3761-4435-7622
187,Customer_187,customer187@company.com,555-187-0374,1689.2950498294178,0.27734047806217277,3.9243834602758536,5,West,Books,Diana,2024-07-05,11355.887569905346,500-15-4168,4664-8069-5512-2848
188,Customer_188,customer188@company.com,555-188-0376,1470.8684349372509,0.4000936671372709,3.690093378321125,2,East,Clothing,Eve,2024-07-06,10812.170394032468,616-66-7043,4407-3696-2717-4072
189,Customer_189,customer189@company.com,555-189-0378,1161.282512772638,0.326033907054884,4.698201489926547,3,East,Books,Alice,2024-07-07,12601.474611776031,945-78-7261,4143-3786-4791-4871
190,Customer_190,customer190@company.com,555-190-0380,894.0611101256542,0.20384770754700776,3.68634970445468,4,North,Books,Eve,2024-07-08,9627.273860246029,987-68-4104,4882-2504-4308-8117
191,Customer_191,customer191@company.com,555-191-0382,1321.3940191731915,0.17812682629213136,4.242939742331636,9,West,Books,Bob,2024-07-09,60260.83074004662,417-59-4951,4171-2690-4303-4113
192,Customer_192,customer192@company.com,555-192-0384,1842.559517729389,0.2893535337205205,3.91340553194093,0,West,Electronics,Diana,2024-07-10,54090.93568052953,588-28-5821,4801-8850-7416-2504
193,Customer_193,customer193@company.com,555-193-0386,1585.6374976520815,0.14438134343834863,4.487387895447835,5,East,Home,Bob,2024-07-11,37382.562648960615,296-75-3606,4515-9924-4924-9615
194,Customer_194,customer194@company.com,555-194-0388,1001.7044885152047,0.3965167012683483,4.400197263172169,5,North,Electronics,Eve,2024-07-12,59003.29314981783,778-77-7432,4506-5485-9100-9684
195,Customer_195,customer195@company.com,555-195-0390,1569.272370340473,0.34435520965770294,4.82252396655474,5,West,Home,Alice,2024-07-13,46165.06694932139,240-93-4765,4291-9690-5917-6831
196,Customer_196,customer196@company.com,555-196-0392,1654.1269518915346,0.21246594783162362,3.893990160687152,5,South,Clothing,Charlie,2024-07-14,44829.494052715345,490-88-7358,4332-5322-7999-8282
197,Customer_197,customer197@company.com,555-197-0394,1146.4570255195467,0.1129492376727298,4.038075038823977,4,East,Clothing,Eve,2024-07-15,52618.855549164466,502-63-8644,4549-2874-5763-9464
198,Customer_198,customer198@company.com,555-198-0396,1561.4900423782112,0.35830978993323304,3.612741770530616,9,West,Books,Alice,2024-07-16,41309.09763831728,859-29-8196,4105-2051-8538-8411
199,Customer_199,customer199@company.com,555-199-0398,1523.2834873784,0.24083681237979057,3.933424043954333,6,South,Home,Diana,2024-07-17,46522.653843391934,891-91-3761,4679-7320-3105-1307
200,Customer_200,customer200@company.com,555-200-0400,1042.8118808677507,0.3490253049578769,4.426380295826911,2,West,Home,Bob,2024-07-18,57785.49270312104,460-66-7361,4669-4359-4176-2251
